payment_id,contract_id,payment_month,paid,amount
P000226,K00019,2025-05,True,1200000.0
P000227,K00019,2025-06,True,1200000.0
P000228,K00019,2025-07,True,1200000.0
P000229,K00020,2024-09,True,450000.0
P000230,K00020,2024-10,True,450000.0
P000231,K00020,2024-11,True,450000.0
P000232,K00020,2024-12,True,450000.0
P000233,K00020,2025-01,True,450000.0
P000234,K00020,2025-02,True,450000.0
P000235,K00020,2025-03,True,450000.0
P000236,K00020,2025-04,True,450000.0
P000237,K00020,2025-05,True,450000.0
P000238,K00020,2025-06,True,450000.0
P000239,K00020,2025-07,True,450000.0
P000240,K00020,2025-08,True,450000.0
P000241,K00021,2024-10,True,450000.0
P000242,K00021,2024-11,True,450000.0
P000243,K00021,2024-12,True,450000.0
P000244,K00021,2025-01,True,450000.0
P000245,K00021,2025-02,True,450000.0
P000246,K00021,2025-03,True,450000.0
P000247,K00021,2025-04,True,450000.0
P000248,K00021,2025-05,True,450000.0
P000249,K00021,2025-06,True,450000.0
P000250,K00021,2025-07,True,450000.0
P000251,K00021,2025-08,True,450000.0
P000252,K00021,2025-09,True,450000.0
P000253,K00022,2024-09,True,650000.0
P000254,K00022,2024-10,True,650000.0
P000255,K00022,2024-11,True,650000.0
P000256,K00022,2024-12,True,650000.0
P000257,K00022,2025-01,True,650000.0
P000258,K00022,2025-02,True,650000.0
P000259,K00022,2025-03,True,650000.0
P000260,K00022,2025-04,True,650000.0
P000261,K00022,2025-05,True,650000.0
P000262,K00022,2025-06,False,
P000263,K00022,2025-07,True,650000.0
P000264,K00022,2025-08,True,650000.0
P000265,K00023,2024-10,True,800000.0
P000266,K00023,2024-11,True,800000.0
P000267,K00023,2024-12,True,800000.0
P000268,K00023,2025-01,True,800000.0
P000269,K00023,2025-02,True,800000.0
P000270,K00023,2025-03,True,800000.0
P000271,K00023,2025-04,False,
P000272,K00023,2025-05,True,800000.0
P000273,K00023,2025-06,True,800000.0
P000274,K00023,2025-07,True,800000.0
P000275,K00023,2025-08,True,800000.0
P000276,K00023,2025-09,True,800000.0
P000277,K00024,2024-10,True,450000.0
P000278,K00024,2024-11,True,450000.0
P000279,K00024,2024-12,True,450000.0
P000280,K00024,2025-01,True,450000.0
P000281,K00024,2025-02,True,450000.0
P000282,K00024,2025-03,False,
P000283,K00024,2025-04,True,450000.0
P000284,K00024,2025-05,True,450000.0
P000285,K00024,2025-06,True,450000.0
P000286,K00024,2025-07,True,450000.0
P000287,K00024,2025-08,True,450000.0
P000288,K00024,2025-09,True,450000.0
P000289,K00025,2024-09,True,650000.0
P000290,K00025,2024-10,True,650000.0
P000291,K00025,2024-11,True,650000.0
P000292,K00025,2024-12,True,650000.0
P000293,K00025,2025-01,True,650000.0
P000294,K00025,2025-02,True,650000.0
P000295,K00025,2025-03,True,650000.0
P000296,K00025,2025-04,True,650000.0
P000297,K00025,2025-05,True,650000.0
P000298,K00025,2025-06,True,650000.0
P000299,K00025,2025-07,True,650000.0
P000300,K00025,2025-08,True,650000.0
P000301,K00026,2024-09,False,
P000302,K00026,2024-10,True,450000.0
P000303,K00026,2024-11,True,450000.0
P000304,K00026,2024-12,True,450000.0
P000305,K00026,2025-01,True,450000.0
P000306,K00026,2025-02,True,450000.0
P000307,K00026,2025-03,True,450000.0
P000308,K00026,2025-04,True,450000.0
P000309,K00026,2025-05,True,450000.0
P000310,K00026,2025-06,True,450000.0
P000311,K00026,2025-07,True,450000.0
P000312,K00026,2025-08,True,450000.0
P000313,K00027,2024-09,True,650000.0
P000314,K00027,2024-10,True,650000.0
P000315,K00027,2024-11,True,650000.0
P000316,K00027,2024-12,True,650000.0
P000317,K00027,2025-01,True,650000.0
P000318,K00027,2025-02,True,650000.0
P000319,K00027,2025-03,True,650000.0
P000320,K00027,2025-04,False,
P000321,K00027,2025-05,True,650000.0
P000322,K00027,2025-06,True,650000.0
P000323,K00027,2025-07,True,650000.0
P000324,K00027,2025-08,True,650000.0
P000325,K00028,2024-09,True,650000.0
P000326,K00028,2024-10,True,650000.0
P000327,K00028,2024-11,True,650000.0
P000328,K00028,2024-12,True,650000.0
P000329,K00028,2025-01,True,650000.0
P000330,K00028,2025-02,True,650000.0
P000331,K00028,2025-03,True,650000.0
P000332,K00028,2025-04,True,650000.0
P000333,K00028,2025-05,True,650000.0
P000334,K00028,2025-06,True,650000.0
P000335,K00028,2025-07,False,
P000336,K00028,2025-08,False,
P000337,K00029,2024-10,True,1200000.0
P000338,K00029,2024-11,True,1200000.0
P000339,K00029,2024-12,True,1200000.0
P000340,K00029,2025-01,True,1200000.0
P000341,K00029,2025-02,True,1200000.0
P000342,K00029,2025-03,True,1200000.0
P000343,K00029,2025-04,True,1200000.0
P000344,K00029,2025-05,True,1200000.0
P000345,K00029,2025-06,True,1200000.0
P000346,K00029,2025-07,True,1200000.0
P000347,K00029,2025-08,True,1200000.0
P000348,K00029,2025-09,True,1200000.0
P000349,K00030,2024-09,True,1200000.0
P000350,K00030,2024-10,True,1200000.0
P000351,K00030,2024-11,True,1200000.0
P000352,K00030,2024-12,True,1200000.0
P000353,K00030,2025-01,True,1200000.0
P000354,K00030,2025-02,False,
P000355,K00030,2025-03,True,1200000.0
P000356,K00030,2025-04,True,1200000.0
P000357,K00030,2025-05,True,1200000.0
P000358,K00030,2025-06,True,1200000.0
P000359,K00030,2025-07,True,1200000.0
P000360,K00030,2025-08,True,1200000.0
P000361,K00031,2024-10,True,800000.0
P000362,K00031,2024-11,True,800000.0
P000363,K00031,2024-12,True,800000.0
P000364,K00031,2025-01,True,800000.0
P000365,K00031,2025-02,True,800000.0
P000366,K00031,2025-03,True,800000.0
P000367,K00031,2025-04,True,800000.0
P000368,K00031,2025-05,True,800000.0
P000369,K00031,2025-06,True,800000.0
P000370,K00031,2025-07,True,800000.0
P000371,K00031,2025-08,True,800000.0
P000372,K00031,2025-09,True,800000.0
P000373,K00032,2024-10,True,550000.0
P000374,K00032,2024-11,True,550000.0
P000375,K00032,2024-12,True,550000.0
P000376,K00032,2025-01,True,550000.0
P000377,K00032,2025-02,False,
P000378,K00032,2025-03,True,550000.0
P000379,K00032,2025-04,True,550000.0
P000380,K00032,2025-05,True,550000.0
P000381,K00032,2025-06,True,550000.0
P000382,K00032,2025-07,True,550000.0
P000383,K00032,2025-08,True,550000.0
P000384,K00032,2025-09,True,550000.0
P000385,K00033,2024-10,True,800000.0
P000386,K00033,2024-11,True,800000.0
P000387,K00033,2024-12,True,800000.0
P000388,K00033,2025-01,True,800000.0
P000389,K00033,2025-02,True,800000.0
P000390,K00033,2025-03,True,800000.0
P000391,K00033,2025-04,True,800000.0
P000392,K00033,2025-05,True,800000.0
P000393,K00033,2025-06,True,800000.0
P000394,K00034,2024-10,True,450000.0
P000395,K00034,2024-11,True,450000.0
P000396,K00034,2024-12,True,450000.0
P000397,K00034,2025-01,True,450000.0
P000398,K00034,2025-02,True,450000.0
P000399,K00034,2025-03,True,450000.0
P000400,K00034,2025-04,True,450000.0
P000401,K00034,2025-05,True,450000.0
P000402,K00034,2025-06,True,450000.0
P000403,K00034,2025-07,True,450000.0
P000404,K00034,2025-08,True,450000.0
P000405,K00034,2025-09,True,450000.0
P000406,K00035,2024-10,True,650000.0
P000407,K00035,2024-11,True,650000.0
P000408,K00035,2024-12,True,650000.0
P000409,K00035,2025-01,True,650000.0
P000410,K00035,2025-02,True,650000.0
P000411,K00035,2025-03,True,650000.0
P000412,K00035,2025-04,True,650000.0
P000413,K00035,2025-05,True,650000.0
P000414,K00035,2025-06,True,650000.0
P000415,K00035,2025-07,True,650000.0
P000416,K00035,2025-08,True,650000.0
P000417,K00035,2025-09,True,650000.0
P000418,K00036,2024-10,True,450000.0
P000419,K00036,2024-11,True,450000.0
P000420,K00036,2024-12,True,450000.0
P000421,K00036,2025-01,True,450000.0
P000422,K00036,2025-02,True,450000.0
P000423,K00036,2025-03,True,450000.0
P000424,K00036,2025-04,True,450000.0
P000425,K00036,2025-05,True,450000.0
P000426,K00036,2025-06,True,450000.0
P000427,K00036,2025-07,True,450000.0
P000428,K00036,2025-08,False,
P000429,K00036,2025-09,True,450000.0
P000430,K00037,2024-10,True,800000.0
P000431,K00037,2024-11,True,800000.0
P000432,K00037,2024-12,True,800000.0
P000433,K00037,2025-01,True,800000.0
P000434,K00037,2025-02,True,800000.0
P000435,K00037,2025-03,True,800000.0
P000436,K00037,2025-04,True,800000.0
P000437,K00037,2025-05,True,800000.0
P000438,K00037,2025-06,True,800000.0
P000439,K00037,2025-07,True,800000.0
P000440,K00037,2025-08,True,800000.0
P000441,K00037,2025-09,True,800000.0
P000442,K00038,2024-11,True,800000.0
P000443,K00038,2024-12,False,
P000444,K00038,2025-01,True,800000.0
P000445,K00038,2025-02,True,800000.0
P000446,K00038,2025-03,True,800000.0
P000447,K00038,2025-04,True,800000.0
P000448,K00038,2025-05,True,800000.0
P000449,K00038,2025-06,True,800000.0
P000450,K00038,2025-07,True,800000.0
P000451,K00038,2025-08,True,800000.0
P000452,K00038,2025-09,True,800000.0
P000453,K00038,2025-10,True,800000.0
P000454,K00039,2024-11,True,1200000.0
P000455,K00039,2024-12,True,1200000.0
P000456,K00039,2025-01,True,1200000.0
P000457,K00039,2025-02,True,1200000.0
P000458,K00039,2025-03,True,1200000.0
P000459,K00039,2025-04,True,1200000.0
P000460,K00039,2025-05,True,1200000.0
P000461,K00039,2025-06,True,1200000.0
P000462,K00039,2025-07,False,
P000463,K00039,2025-08,True,1200000.0
P000464,K00039,2025-09,True,1200000.0
P000465,K00039,2025-10,True,1200000.0
P000466,K00040,2024-11,True,450000.0
P000467,K00040,2024-12,True,450000.0
P000468,K00040,2025-01,True,450000.0
P000469,K00040,2025-02,True,450000.0
P000470,K00040,2025-03,True,450000.0
P000471,K00040,2025-04,False,
P000472,K00040,2025-05,True,450000.0
P000473,K00040,2025-06,True,450000.0
P000474,K00040,2025-07,True,450000.0
P000475,K00040,2025-08,True,450000.0
P000476,K00040,2025-09,True,450000.0
P000477,K00040,2025-10,True,450000.0
P000478,K00041,2024-10,True,650000.0
P000479,K00041,2024-11,True,650000.0
P000480,K00041,2024-12,True,650000.0
P000481,K00041,2025-01,True,650000.0
P000482,K00041,2025-02,True,650000.0
P000483,K00041,2025-03,True,650000.0
P000484,K00041,2025-04,True,650000.0
P000485,K00041,2025-05,True,650000.0
P000486,K00041,2025-06,True,650000.0
P000487,K00041,2025-07,True,650000.0
P000488,K00041,2025-08,False,
P000489,K00041,2025-09,True,650000.0
P000490,K00042,2024-12,True,650000.0
P000491,K00042,2025-01,True,650000.0
P000492,K00042,2025-02,True,650000.0
P000493,K00042,2025-03,True,650000.0
P000494,K00042,2025-04,True,650000.0
P000495,K00042,2025-05,True,650000.0
P000496,K00042,2025-06,True,650000.0
P000497,K00042,2025-07,True,650000.0
P000498,K00042,2025-08,True,650000.0
P000499,K00042,2025-09,True,650000.0
P000500,K00042,2025-10,True,650000.0
P000501,K00042,2025-11,True,650000.0
P000502,K00043,2024-12,True,550000.0
P000503,K00043,2025-01,True,550000.0
P000504,K00043,2025-02,True,550000.0
P000505,K00043,2025-03,True,550000.0
P000506,K00043,2025-04,True,550000.0
P000507,K00043,2025-05,True,550000.0
P000508,K00043,2025-06,True,550000.0
P000509,K00043,2025-07,True,550000.0
P000510,K00043,2025-08,True,550000.0
P000511,K00043,2025-09,True,550000.0
P000512,K00043,2025-10,True,550000.0
P000513,K00043,2025-11,True,550000.0
P000514,K00044,2024-12,True,550000.0
P000515,K00044,2025-01,True,550000.0
P000516,K00044,2025-02,True,550000.0
P000517,K00044,2025-03,True,550000.0
P000518,K00044,2025-04,True,550000.0
P000519,K00044,2025-05,False,
P000520,K00044,2025-06,True,550000.0
P000521,K00044,2025-07,False,
P000522,K00044,2025-08,True,550000.0
P000523,K00044,2025-09,True,550000.0
P000524,K00044,2025-10,True,550000.0
P000525,K00044,2025-11,True,550000.0
P000526,K00045,2024-11,False,
P000527,K00045,2024-12,True,650000.0
P000528,K00045,2025-01,True,650000.0
P000529,K00045,2025-02,True,650000.0
P000530,K00045,2025-03,True,650000.0
P000531,K00045,2025-04,True,650000.0
P000532,K00045,2025-05,True,650000.0
P000533,K00045,2025-06,False,
P000534,K00045,2025-07,True,650000.0
P000535,K00045,2025-08,True,650000.0
P000536,K00045,2025-09,True,650000.0
P000537,K00045,2025-10,True,650000.0
P000538,K00046,2024-12,True,550000.0
P000539,K00046,2025-01,True,550000.0
P000540,K00046,2025-02,True,550000.0
P000541,K00046,2025-03,True,550000.0
P000542,K00046,2025-04,True,550000.0
P000543,K00046,2025-05,False,
P000544,K00046,2025-06,True,550000.0
P000545,K00046,2025-07,True,550000.0
P000546,K00046,2025-08,True,550000.0
P000547,K00046,2025-09,True,550000.0
P000548,K00046,2025-10,True,550000.0
P000549,K00046,2025-11,True,550000.0
P000550,K00047,2025-01,True,550000.0
P000551,K00047,2025-02,True,550000.0
P000552,K00047,2025-03,False,
P000553,K00047,2025-04,True,550000.0
P000554,K00047,2025-05,True,550000.0
P000555,K00047,2025-06,True,550000.0
P000556,K00047,2025-07,True,550000.0
P000557,K00047,2025-08,True,550000.0
P000558,K00048,2025-01,True,800000.0
P000559,K00048,2025-02,False,
P000560,K00048,2025-03,True,800000.0
P000561,K00048,2025-04,True,800000.0
P000562,K00048,2025-05,True,800000.0
P000563,K00048,2025-06,True,800000.0
P000564,K00048,2025-07,True,800000.0
P000565,K00049,2025-01,True,650000.0
P000566,K00049,2025-02,True,650000.0
P000567,K00049,2025-03,True,650000.0
P000568,K00049,2025-04,True,650000.0
P000569,K00049,2025-05,True,650000.0
P000570,K00049,2025-06,True,650000.0
P000571,K00049,2025-07,True,650000.0
P000572,K00049,2025-08,True,650000.0
P000573,K00050,2025-01,True,550000.0
P000574,K00050,2025-02,True,550000.0
P000575,K00050,2025-03,False,
P000576,K00050,2025-04,True,550000.0
P000577,K00050,2025-05,True,550000.0
P000578,K00050,2025-06,True,550000.0
P000579,K00050,2025-07,True,550000.0
P000580,K00050,2025-08,True,550000.0
P000581,K00050,2025-09,True,550000.0
P000582,K00050,2025-10,True,550000.0
P000583,K00050,2025-11,False,
P000584,K00051,2024-12,True,550000.0
P000585,K00051,2025-01,True,550000.0
P000586,K00051,2025-02,True,550000.0
P000587,K00051,2025-03,True,550000.0
P000588,K00051,2025-04,True,550000.0
P000589,K00051,2025-05,True,550000.0
P000590,K00051,2025-06,True,550000.0
P000591,K00051,2025-07,True,550000.0
P000592,K00051,2025-08,True,550000.0
P000593,K00051,2025-09,True,550000.0
P000594,K00051,2025-10,True,550000.0
P000595,K00051,2025-11,True,550000.0
P000596,K00052,2024-12,True,550000.0
P000597,K00052,2025-01,True,550000.0
P000598,K00052,2025-02,True,550000.0
P000599,K00052,2025-03,True,550000.0
P000600,K00052,2025-04,True,550000.0
P000601,K00052,2025-05,True,550000.0
P000602,K00052,2025-06,True,550000.0
P000603,K00052,2025-07,False,
P000604,K00052,2025-08,True,550000.0
P000605,K00052,2025-09,False,
P000606,K00052,2025-10,True,550000.0
P000607,K00052,2025-11,True,550000.0
P000608,K00053,2024-12,True,1200000.0
P000609,K00053,2025-01,True,1200000.0
P000610,K00053,2025-02,True,1200000.0
P000611,K00053,2025-03,True,1200000.0
P000612,K00053,2025-04,True,1200000.0
P000613,K00053,2025-05,True,1200000.0
P000614,K00053,2025-06,True,1200000.0
P000615,K00053,2025-07,True,1200000.0
P000616,K00053,2025-08,True,1200000.0
P000617,K00053,2025-09,True,1200000.0
P000618,K00053,2025-10,True,1200000.0
P000619,K00053,2025-11,True,1200000.0
P000620,K00054,2024-12,True,450000.0
P000621,K00054,2025-01,True,450000.0
P000622,K00054,2025-02,False,
P000623,K00054,2025-03,False,
P000624,K00054,2025-04,True,450000.0
P000625,K00054,2025-05,True,450000.0
P000626,K00054,2025-06,True,450000.0
P000627,K00054,2025-07,True,450000.0
P000628,K00054,2025-08,True,450000.0
P000629,K00054,2025-09,True,450000.0
P000630,K00054,2025-10,True,450000.0
P000631,K00054,2025-11,True,450000.0
P000632,K00055,2025-01,True,650000.0
P000633,K00055,2025-02,True,650000.0
P000634,K00055,2025-03,True,650000.0
P000635,K00055,2025-04,True,650000.0
P000636,K00055,2025-05,True,650000.0
P000637,K00055,2025-06,True,650000.0
P000638,K00055,2025-07,True,650000.0
P000639,K00055,2025-08,True,650000.0
P000640,K00055,2025-09,True,650000.0
P000641,K00055,2025-10,True,650000.0
P000642,K00056,2025-01,False,
P000643,K00056,2025-02,True,650000.0
P000644,K00056,2025-03,True,650000.0
P000645,K00057,2025-02,True,650000.0
P000646,K00057,2025-03,True,650000.0
P000647,K00057,2025-04,True,650000.0
P000648,K00057,2025-05,True,650000.0
P000649,K00057,2025-06,True,650000.0
P000650,K00058,2025-02,True,550000.0
P000651,K00058,2025-03,True,550000.0
P000652,K00058,2025-04,True,550000.0
P000653,K00058,2025-05,True,550000.0
P000654,K00058,2025-06,True,550000.0
P000655,K00059,2025-01,True,800000.0
P000656,K00059,2025-02,True,800000.0
P000657,K00059,2025-03,True,800000.0
P000658,K00059,2025-04,True,800000.0
P000659,K00059,2025-05,True,800000.0
P000660,K00059,2025-06,True,800000.0
P000661,K00059,2025-07,True,800000.0
P000662,K00059,2025-08,True,800000.0
P000663,K00059,2025-09,True,800000.0
P000664,K00059,2025-10,False,
P000665,K00059,2025-11,True,800000.0
P000666,K00060,2025-02,True,450000.0
P000667,K00060,2025-03,True,450000.0
P000668,K00060,2025-04,True,450000.0
P000669,K00060,2025-05,True,450000.0
P000670,K00060,2025-06,True,450000.0
P000671,K00061,2025-02,True,800000.0
P000672,K00061,2025-03,True,800000.0
P000673,K00061,2025-04,True,800000.0
P000674,K00061,2025-05,True,800000.0
P000675,K00061,2025-06,True,800000.0
P000676,K00061,2025-07,True,800000.0
P000677,K00061,2025-08,True,800000.0
P000678,K00061,2025-09,True,800000.0
P000679,K00062,2025-03,True,650000.0
P000680,K00062,2025-04,True,650000.0
P000681,K00062,2025-05,True,650000.0
P000682,K00062,2025-06,True,650000.0
P000683,K00062,2025-07,True,650000.0
P000684,K00062,2025-08,True,650000.0
P000685,K00063,2025-02,True,1200000.0
P000686,K00063,2025-03,True,1200000.0
P000687,K00063,2025-04,True,1200000.0
P000688,K00064,2025-03,True,650000.0
P000689,K00064,2025-04,True,650000.0
P000690,K00064,2025-05,True,650000.0
P000691,K00064,2025-06,True,650000.0
P000692,K00064,2025-07,False,
P000693,K00064,2025-08,True,650000.0
P000694,K00064,2025-09,True,650000.0
P000695,K00064,2025-10,True,650000.0
P000696,K00065,2025-03,True,650000.0
P000697,K00065,2025-04,True,650000.0
P000698,K00065,2025-05,True,650000.0
P000699,K00065,2025-06,True,650000.0
P000700,K00065,2025-07,True,650000.0
P000701,K00065,2025-08,True,650000.0
P000702,K00065,2025-09,True,650000.0
